year,species_code,length,sex,abund
2021,21720,57,2,2015591
2021,21720,57,3,32493
2021,21720,58,0,4167446
2021,21720,58,1,2345305
2021,21720,58,2,1790826
2021,21720,58,3,31316
2021,21720,59,0,3927291
2021,21720,59,1,1957567
2021,21720,59,2,1880740
2021,21720,59,3,88983
2021,21720,60,0,3374892
2021,21720,60,1,2002923
2021,21720,60,2,1316185
2021,21720,60,3,55782
2021,21720,61,0,3336663
2021,21720,61,1,1352503
2021,21720,61,2,1921524
2021,21720,61,3,62633
2021,21720,62,0,3897212
2021,21720,62,1,2315111
2021,21720,62,2,1582098
2021,21720,63,0,3576845
2021,21720,63,1,1982434
2021,21720,63,2,1507313
2021,21720,63,3,87098
2021,21720,64,0,3549064
2021,21720,64,1,2128576
2021,21720,64,2,1361268
2021,21720,64,3,59220
2021,21720,65,0,3787878
2021,21720,65,1,1803650
2021,21720,65,2,1863184
2021,21720,65,3,121045
2021,21720,66,0,3821996
2021,21720,66,1,2485540
2021,21720,66,2,1305140
2021,21720,66,3,31316
2021,21720,67,0,3660132
2021,21720,67,1,2415122
2021,21720,67,2,1187924
2021,21720,67,3,57084
2021,21720,68,0,3899867
2021,21720,68,1,2359954
2021,21720,68,2,1512025
2021,21720,68,3,27891
2021,21720,69,0,3920874
2021,21720,69,1,2356898
2021,21720,69,2,1451300
2021,21720,69,3,112675
2021,21720,70,0,3505619
2021,21720,70,1,1732074
2021,21720,70,2,1688186
2021,21720,70,3,85358
2021,21720,71,0,4182155
2021,21720,71,1,2452637
2021,21720,71,2,1701628
2021,21720,71,3,27891
2021,21720,72,0,3201600
2021,21720,72,1,1811722
2021,21720,72,2,1361974
2021,21720,72,3,27904
2021,21720,73,0,3855123
2021,21720,73,1,2123484
2021,21720,73,2,1703747
2021,21720,73,3,27891
2021,21720,74,0,3802309
2021,21720,74,1,2215453
2021,21720,74,2,1564137
2021,21720,74,3,22716
2021,21720,75,0,3705430
2021,21720,75,1,1859036
2021,21720,75,2,1763171
2021,21720,75,3,83225
2021,21720,76,0,2954498
2021,21720,76,1,1724056
2021,21720,76,2,1202548
2021,21720,76,3,27891
2021,21720,77,0,3187064
2021,21720,77,1,1510291
2021,21720,77,2,1591630
2021,21720,77,3,85140
2021,21720,78,0,3384883
2021,21720,78,1,1645667
2021,21720,78,2,1683432
2021,21720,78,3,55782
2021,21720,79,0,2711804
2021,21720,79,1,1537978
2021,21720,79,2,1144250
2021,21720,79,3,29576
2021,21720,80,0,2764173
2021,21720,80,1,1286299
2021,21720,80,2,1422079
2021,21720,80,3,55795
2021,21720,81,0,2713522
2021,21720,81,1,1367330
2021,21720,81,2,1318300
2021,21720,81,3,27891
2021,21720,82,0,2975422
2021,21720,82,1,1132943
2021,21720,82,2,1814587
2021,21720,82,3,27891
2021,21720,83,0,2214285
2021,21720,83,1,1071733
2021,21720,83,2,1086768
2021,21720,83,3,55782
2021,21720,84,0,2273075
2021,21720,84,1,717477
2021,21720,84,2,1525765
2021,21720,84,3,29832
2021,21720,85,0,2075251
2021,21720,85,1,793233
2021,21720,85,2,1203520
2021,21720,85,3,78498
2021,21720,86,0,1470922
2021,21720,86,1,461998
2021,21720,86,2,981018
2021,21720,86,3,27904
2021,21720,87,0,1850374
2021,21720,87,1,583590
2021,21720,87,2,1238893
2021,21720,87,3,27891
2021,21720,88,0,1639779
2021,21720,88,1,436865
2021,21720,88,2,1088417
2021,21720,88,3,114497
2021,21720,89,0,1312010
2021,21720,89,1,353503
2021,21720,89,2,958507
2021,21720,90,0,1046076
2021,21720,90,1,303320
2021,21720,90,2,657140
2021,21720,90,3,85614
2021,21720,91,0,964807
2021,21720,91,1,164921
2021,21720,91,2,799885
2021,21720,92,0,653829
2021,21720,92,1,133517
2021,21720,92,2,436637
2021,21720,92,3,83674
2021,21720,93,0,609191
2021,21720,93,1,87746
2021,21720,93,2,521445
2021,21720,94,0,562478
2021,21720,94,1,121565
2021,21720,94,2,411718
2021,21720,94,3,29193
2021,21720,95,0,431262
2021,21720,95,1,138467
2021,21720,95,2,264902
2021,21720,95,3,27891
2021,21720,96,0,531183
2021,21720,96,1,90013
2021,21720,96,2,441170
2021,21720,97,0,436867
2021,21720,97,1,107613
2021,21720,97,2,329254
2021,21720,98,0,135958
2021,21720,98,2,135958
2021,21720,99,0,315531
2021,21720,99,1,26555
2021,21720,99,2,259618
2021,21720,99,3,29358
2021,21720,100,0,212143
2021,21720,100,1,31322
2021,21720,100,2,180821
2021,21720,101,0,444993
2021,21720,101,1,28204
2021,21720,101,2,416789
2021,21720,102,0,133644
2021,21720,102,1,31014
2021,21720,102,2,74739
2021,21720,102,3,27891
2021,21720,103,0,105264
2021,21720,103,2,105264
2021,21720,104,0,111905
2021,21720,104,2,111905
2021,21720,105,0,87257
2021,21720,105,2,87257
2021,21720,107,0,18717
2021,21720,107,2,18717
2021,21720,108,0,45321
2021,21720,108,2,45321
2021,21720,110,0,28224
2021,21720,110,2,28224
2021,21740,6,0,31638
2021,21740,6,3,31638
2021,21740,7,0,63276
2021,21740,7,3,63276
2021,21740,8,0,1049134
2021,21740,8,3,1049134
2021,21740,9,0,1186773
2021,21740,9,3,1186773
2021,21740,10,0,11320196
2021,21740,10,2,29505
2021,21740,10,3,11290691
2021,21740,11,0,65981168
2021,21740,11,1,484308
2021,21740,11,2,573647
2021,21740,11,3,64923214
2021,21740,12,0,124160038
2021,21740,12,1,2055555
2021,21740,12,2,1660875
2021,21740,12,3,120443608
2021,21740,13,0,129496608
2021,21740,13,1,4053800
2021,21740,13,2,3105720
2021,21740,13,3,122337086
2021,21740,14,0,116901253
2021,21740,14,1,13641008
2021,21740,14,2,12605225
2021,21740,14,3,90655018
2021,21740,15,0,125841535
2021,21740,15,1,34211434
2021,21740,15,2,27727964
2021,21740,15,3,63902137
2021,21740,16,0,111571954
2021,21740,16,1,44811499
2021,21740,16,2,35315632
2021,21740,16,3,31444823
2021,21740,17,0,84924921
2021,21740,17,1,42675610
2021,21740,17,2,30454910
2021,21740,17,3,11794402
2021,21740,18,0,40832549
2021,21740,18,1,19774489
2021,21740,18,2,15449420
2021,21740,18,3,5608635
2021,21740,19,0,22237514
2021,21740,19,1,11239749
2021,21740,19,2,8543994
2021,21740,19,3,2453772
2021,21740,20,0,14024209
2021,21740,20,1,8246012
2021,21740,20,2,4880973
2021,21740,20,3,897224
2021,21740,21,0,25635899
2021,21740,21,1,15984551
2021,21740,21,2,9350034
2021,21740,21,3,301312
2021,21740,22,0,56383704
2021,21740,22,1,31264427
2021,21740,22,2,25075704
2021,21740,22,3,43573
2021,21740,23,0,79902738
2021,21740,23,1,47820892
2021,21740,23,2,32000031
2021,21740,23,3,81817
2021,21740,24,0,63106287
2021,21740,24,1,39344299
2021,21740,24,2,23649114
2021,21740,24,3,112875
2021,21740,25,0,68684860
2021,21740,25,1,42063074
2021,21740,25,2,26443449
2021,21740,25,3,178337
2021,21740,26,0,73991198
2021,21740,26,1,44455804
2021,21740,26,2,29448248
2021,21740,26,3,87145
2021,21740,27,0,91830968
2021,21740,27,1,54303543
2021,21740,27,2,37267532
2021,21740,27,3,259893
2021,21740,28,0,103567479
2021,21740,28,1,51409647
2021,21740,28,2,52070690
2021,21740,28,3,87145
2021,21740,29,0,114023637
2021,21740,29,1,61703274
2021,21740,29,2,52234757
2021,21740,29,3,85602
2021,21740,30,0,119137962
2021,21740,30,1,66288742
2021,21740,30,2,52794675
2021,21740,30,3,54544
2021,21740,31,0,113412059
2021,21740,31,1,60826825
2021,21740,31,2,52529149
2021,21740,31,3,56087
2021,21740,32,0,115528955
2021,21740,32,1,55067485
2021,21740,32,2,60406077
2021,21740,32,3,55393
2021,21740,33,0,99883685
2021,21740,33,1,50406107
2021,21740,33,2,49308614
2021,21740,33,3,168962
2021,21740,34,0,97739731
2021,21740,34,1,50123874
2021,21740,34,2,47591520
2021,21740,34,3,24335
2021,21740,35,0,104582239
2021,21740,35,1,55447561
2021,21740,35,2,49078590
2021,21740,35,3,56087
2021,21740,36,0,140505842
2021,21740,36,1,73488290
2021,21740,36,2,67017553
2021,21740,37,0,137335458
2021,21740,37,1,75905935
2021,21740,37,2,61371194
2021,21740,37,3,58330
2021,21740,38,0,143522450
2021,21740,38,1,78027628
2021,21740,38,2,65467548
2021,21740,38,3,27272
2021,21740,39,0,135470697
2021,21740,39,1,82941052
2021,21740,39,2,52409198
2021,21740,39,3,120446
2021,21740,40,0,128459502
2021,21740,40,1,72505618
2021,21740,40,2,55368834
2021,21740,40,3,585052
2021,21740,41,0,112181499
2021,21740,41,1,67230087
2021,21740,41,2,44389495
2021,21740,41,3,561915
2021,21740,42,0,110373675
2021,21740,42,1,65643668
2021,21740,42,2,43593899
2021,21740,42,3,1136109
2021,21740,43,0,135399416
2021,21740,43,1,82674448
2021,21740,43,2,50960692
2021,21740,43,3,1764276
2021,21740,44,0,170441318
2021,21740,44,1,102087706
2021,21740,44,2,67126894
2021,21740,44,3,1226720
2021,21740,45,0,219890118
2021,21740,45,1,148427430
2021,21740,45,2,69293507
2021,21740,45,3,2169181
2021,21740,46,0,289485572
2021,21740,46,1,180381940
2021,21740,46,2,104852688
2021,21740,46,3,4250943
2021,21740,47,0,348821979
2021,21740,47,1,203577423
2021,21740,47,2,141011693
2021,21740,47,3,4232862
2021,21740,48,0,377989674
2021,21740,48,1,198449487
2021,21740,48,2,174380836
2021,21740,48,3,5159349
2021,21740,49,0,381737492
2021,21740,49,1,189537759
2021,21740,49,2,188243373
2021,21740,49,3,3956361
2021,21740,50,0,349645493
2021,21740,50,1,161138344
2021,21740,50,2,186152096
2021,21740,50,3,2355053
2021,21740,51,0,291333883
2021,21740,51,1,126073408
2021,21740,51,2,164180525
2021,21740,51,3,1079948
2021,21740,52,0,232686192
2021,21740,52,1,86310744
2021,21740,52,2,145427141
2021,21740,52,3,948309
2021,21740,53,0,177565072
2021,21740,53,1,63935518
2021,21740,53,2,112919811
2021,21740,53,3,709742
2021,21740,54,0,129164162
2021,21740,54,1,41891293
2021,21740,54,2,86579580
2021,21740,54,3,693292
2021,21740,55,0,93297481
2021,21740,55,1,28639772
2021,21740,55,2,64332385
2021,21740,55,3,325324
2021,21740,56,0,74441169
2021,21740,56,1,24410082
2021,21740,56,2,49669501
2021,21740,56,3,361587
2021,21740,57,0,54635690
2021,21740,57,1,17933142
2021,21740,57,2,36610192
2021,21740,57,3,92358
2021,21740,58,0,41162441
2021,21740,58,1,12744074
2021,21740,58,2,28389550
2021,21740,58,3,28815
2021,21740,59,0,30028638
2021,21740,59,1,8505444
2021,21740,59,2,21459649
2021,21740,59,3,63543
2021,21740,60,0,21424951
2021,21740,60,1,5890512
2021,21740,60,2,15309119
2021,21740,60,3,225320
2021,21740,61,0,15772551
2021,21740,61,1,3166545
2021,21740,61,2,12573521
2021,21740,61,3,32485
2021,21740,62,0,12623456
2021,21740,62,1,2436814
2021,21740,62,2,10052643
2021,21740,62,3,134000
2021,21740,63,0,9827145
2021,21740,63,1,2251932
2021,21740,63,2,7575215
2021,21740,64,0,7664205
2021,21740,64,1,1411714
2021,21740,64,2,6220006
2021,21740,64,3,32485
2021,21740,65,0,5036877
2021,21740,65,1,1150572
2021,21740,65,2,3855247
2021,21740,65,3,31058
2021,21740,66,0,4570934
2021,21740,66,1,831879
2021,21740,66,2,3669017
2021,21740,66,3,70037
2021,21740,67,0,2962423
2021,21740,67,1,567164
2021,21740,67,2,2395258
2021,21740,68,0,1855511
2021,21740,68,1,414407
2021,21740,68,2,1441104
2021,21740,69,0,1166960
2021,21740,69,1,293244
2021,21740,69,2,873716
2021,21740,70,0,689199
2021,21740,70,1,56424
2021,21740,70,2,632775
2021,21740,71,0,768161
2021,21740,71,1,136191
2021,21740,71,2,631970
2021,21740,72,0,875147
2021,21740,72,1,250733
2021,21740,72,2,624413
2021,21740,73,0,368714
2021,21740,73,2,368714
2021,21740,74,0,160094
2021,21740,74,2,160094
2021,21740,75,0,161537
2021,21740,75,2,161537
2021,21740,76,0,66482
2021,21740,76,2,66482
2021,21740,79,0,85144
2021,21740,79,2,85144
2021,21740,82,0,121151
2021,21740,82,2,121151
2022,21720,7,0,30670
2022,21720,7,3,30670
2022,21720,8,0,26800
2022,21720,8,3,26800
2022,21720,10,0,155455
2022,21720,10,3,155455
2022,21720,11,0,301679
2022,21720,11,2,25440
2022,21720,11,3,276239
2022,21720,12,0,1969727
2022,21720,12,1,210601
2022,21720,12,2,399980
2022,21720,12,3,1359145
2022,21720,13,0,4876126
2022,21720,13,1,720832
2022,21720,13,2,608227
2022,21720,13,3,3547067
2022,21720,14,0,5559898
2022,21720,14,1,1419500
2022,21720,14,2,1306480
2022,21720,14,3,2833917
2022,21720,15,0,9686902
2022,21720,15,1,3163770
2022,21720,15,2,4331751
2022,21720,15,3,2191382
2022,21720,16,0,8739346
2022,21720,16,1,4134933
2022,21720,16,2,3480678
2022,21720,16,3,1123737
2022,21720,17,0,10659891
2022,21720,17,1,6157469
2022,21720,17,2,3740523
2022,21720,17,3,761898
2022,21720,18,0,11735840
2022,21720,18,1,6478077
2022,21720,18,2,4814425
2022,21720,18,3,443339
2022,21720,19,0,12758031
2022,21720,19,1,6493168
2022,21720,19,2,6090630
2022,21720,19,3,174232
2022,21720,20,0,12602175
2022,21720,20,1,5662292
2022,21720,20,2,6447290
2022,21720,20,3,492595
2022,21720,21,0,10738857
2022,21720,21,1,5695651
2022,21720,21,2,4836866
2022,21720,21,3,206340
2022,21720,22,0,9466460
2022,21720,22,1,4629949
2022,21720,22,2,4602576
2022,21720,22,3,233935
2022,21720,23,0,6739529
2022,21720,23,1,4082983
2022,21720,23,2,2538497
2022,21720,23,3,118049
2022,21720,24,0,3694405
2022,21720,24,1,1780152
2022,21720,24,2,1914254
2022,21720,25,0,2264302
2022,21720,25,1,785482
2022,21720,25,2,1389782
2022,21720,25,3,89038
2022,21720,26,0,657442
2022,21720,26,1,191964
2022,21720,26,2,465479
2022,21720,27,0,490226
2022,21720,27,1,116323
2022,21720,27,2,373903
2022,21720,28,0,424796
2022,21720,28,1,251581
2022,21720,28,2,173214
2022,21720,29,0,554385
2022,21720,29,1,390602
2022,21720,29,2,163783
2022,21720,30,0,809590
2022,21720,30,1,497730
2022,21720,30,2,282889
2022,21720,30,3,28971
2022,21720,31,0,1526676
2022,21720,31,1,781756
2022,21720,31,2,715949
2022,21720,31,3,28971
2022,21720,32,0,2895168
2022,21720,32,1,1362976
2022,21720,32,2,1445279
2022,21720,32,3,86914
2022,21720,33,0,3721779
2022,21720,33,1,2120599
2022,21720,33,2,1572207
2022,21720,33,3,28971
2022,21720,34,0,7451333
2022,21720,34,1,3708476
2022,21720,34,2,3655943
2022,21720,34,3,86914
2022,21720,35,0,9435711
2022,21720,35,1,5025116
2022,21720,35,2,4265736
2022,21720,35,3,144857
2022,21720,36,0,12342813
2022,21720,36,1,5695750
2022,21720,36,2,6502207
2022,21720,36,3,144857
2022,21720,37,0,15326023
2022,21720,37,1,7698290
2022,21720,37,2,7424934
2022,21720,37,3,202800
2022,21720,38,0,15724653
2022,21720,38,1,7869008
2022,21720,38,2,7739758
2022,21720,38,3,115886
2022,21720,39,0,15418323
2022,21720,39,1,8236938
2022,21720,39,2,7094473
2022,21720,39,3,86914
2022,21720,40,0,15775619
2022,21720,40,1,8295714
2022,21720,40,2,7421961
2022,21720,40,3,57943
2022,21720,41,0,13262935
2022,21720,41,1,7103482
2022,21720,41,2,6101511
2022,21720,41,3,57943
2022,21720,42,0,11365526
2022,21720,42,1,6090728
2022,21720,42,2,5187882
2022,21720,42,3,86914
2022,21720,43,0,8327860
2022,21720,43,1,4163386
2022,21720,43,2,4135501
2022,21720,43,3,28971
2022,21720,44,0,7498125
2022,21720,44,1,3761639
2022,21720,44,2,3736487
2022,21720,45,0,7942831
2022,21720,45,1,3988099
2022,21720,45,2,3954729
2022,21720,46,0,7854453
2022,21720,46,1,4033093
2022,21720,46,2,3821361
2022,21720,47,0,8521626
2022,21720,47,1,4335242
2022,21720,47,2,4186385
2022,21720,48,0,10237032
2022,21720,48,1,4984305
2022,21720,48,2,5252728
2022,21720,49,0,10705765
2022,21720,49,1,6296121
2022,21720,49,2,4409642
2022,21720,50,0,11792305
2022,21720,50,1,6483527
2022,21720,50,2,5308781
2022,21720,51,0,14081127
2022,21720,51,1,7408876
2022,21720,51,2,6643281
2022,21720,51,3,28971
2022,21720,52,0,15257931
2022,21720,52,1,7804546
2022,21720,52,2,7395444
2022,21720,52,3,57943
2022,21720,53,0,14019297
2022,21720,53,1,7173495
2022,21720,53,2,6816831
2022,21720,53,3,28971
2022,21720,54,0,13093441
2022,21720,54,1,6546990
2022,21720,54,2,6546452
2022,21720,55,0,11835987
2022,21720,55,1,5358036
2022,21720,55,2,6477953
2022,21720,56,0,10879592
2022,21720,56,1,5796819
2022,21720,56,2,5082776
2022,21720,57,0,11396229
2022,21720,57,1,6371732
2022,21720,57,2,5024499
2022,21720,58,0,8471342
2022,21720,58,1,4284498
2022,21720,58,2,4186846
2022,21720,59,0,8354158
2022,21720,59,1,4322084
2022,21720,59,2,3974820
2022,21720,59,3,57252
2022,21720,60,0,7179409
2022,21720,60,1,3162597
2022,21720,60,2,3958869
2022,21720,60,3,57943
2022,21720,61,0,7147060
2022,21720,61,1,3530963
2022,21720,61,2,3616095
2022,21720,62,0,5777731
2022,21720,62,1,3147899
2022,21720,62,2,2629836
2022,21720,63,0,5776504
2022,21720,63,1,3209002
2022,21720,63,2,2567503
2022,21720,64,0,4611297
2022,21720,64,1,2407523
2022,21720,64,2,2203774
2022,21720,65,0,3689748
2022,21720,65,1,1691966
2022,21720,65,2,1997780
2022,21720,66,0,3780022
2022,21720,66,1,1497345
2022,21720,66,2,2253705
2022,21720,66,3,28971
2022,21720,67,0,2597044
2022,21720,67,1,1284085
2022,21720,67,2,1312960
2022,21720,68,0,2889111
2022,21720,68,1,1563964
2022,21720,68,2,1325147
2022,21720,69,0,3199354
2022,21720,69,1,1289308
2022,21720,69,2,1910045
2022,21720,70,0,2717184
2022,21720,70,1,1507855
2022,21720,70,2,1209331
2022,21720,71,0,2359518
2022,21720,71,1,1425600
2022,21720,71,2,933918
2022,21720,72,0,1966037
2022,21720,72,1,877439
2022,21720,72,2,1088602
2022,21720,73,0,2281911
2022,21720,73,1,1187540
2022,21720,73,2,1094371
2022,21720,74,0,2410359
2022,21720,74,1,1206720
2022,21720,74,2,1203638
2022,21720,75,0,2347989
2022,21720,75,1,1229027
2022,21720,75,2,1118962
2022,21720,76,0,2211038
2022,21720,76,1,1447521
2022,21720,76,2,763516
2022,21720,77,0,1411270
2022,21720,77,1,700557
2022,21720,77,2,710713
2022,21720,78,0,2091314
2022,21720,78,1,1022259
2022,21720,78,2,1069054
2022,21720,79,0,1752035
2022,21720,79,1,866137
2022,21720,79,2,885898
2022,21720,80,0,1813976
2022,21720,80,1,1002080
2022,21720,80,2,811897
2022,21720,81,0,1763198
2022,21720,81,1,1053763
2022,21720,81,2,709438
2022,21720,82,0,1881856
2022,21720,82,1,755646
2022,21720,82,2,1126210
2022,21720,83,0,1402766
2022,21720,83,1,528666
2022,21720,83,2,874099
2022,21720,84,0,1574511
2022,21720,84,1,668774
2022,21720,84,2,905736
2022,21720,85,0,1833115
2022,21720,85,1,656697
2022,21720,85,2,1176420
2022,21720,86,0,1615805
2022,21720,86,1,724189
2022,21720,86,2,891619
2022,21720,87,0,1284902
2022,21720,87,1,475342
2022,21720,87,2,809558
2022,21720,88,0,1636709
2022,21720,88,1,678435
2022,21720,88,2,958275
2022,21720,89,0,1281234
2022,21720,89,1,454740
2022,21720,89,2,826496
2022,21720,90,0,1062614
2022,21720,90,1,381684
2022,21720,90,2,680932
2022,21720,91,0,965309
2022,21720,91,1,389146
2022,21720,91,2,576162
2022,21720,92,0,912708
2022,21720,92,1,80780
2022,21720,92,2,831929
2022,21720,93,0,767713
2022,21720,93,1,246975
2022,21720,93,2,520737
2022,21720,94,0,771710
2022,21720,94,1,214699
2022,21720,94,2,557010
2022,21720,95,0,641721
2022,21720,95,1,58793
2022,21720,95,2,582928
2022,21720,96,0,588605
2022,21720,96,1,120791
2022,21720,96,2,467814
2022,21720,97,0,384732
2022,21720,97,1,84492
2022,21720,97,2,300240
2022,21720,98,0,334346
2022,21720,98,1,59515
2022,21720,98,2,274831
2022,21720,99,0,239531
2022,21720,99,2,239531
2022,21720,100,0,210957
2022,21720,100,1,16237
2022,21720,100,2,194720
2022,21720,101,0,171839
2022,21720,101,1,26314
2022,21720,101,2,145525
2022,21720,102,0,172872
2022,21720,102,2,172872
2022,21720,103,0,15612
2022,21720,103,1,15612
2022,21720,104,0,53302
2022,21720,104,2,53302
2022,21720,105,0,18532
2022,21720,105,2,18532
2022,21720,106,0,86613
2022,21720,106,1,27563
2022,21720,106,2,59050
2022,21720,108,0,25897
2022,21720,108,2,25897
2022,21720,110,0,27918
2022,21720,110,2,27918
2022,21740,8,0,16577172
2022,21740,8,3,16577172
2022,21740,9,0,37342867
2022,21740,9,1,31538
2022,21740,9,2,164329
2022,21740,9,3,37147000
2022,21740,10,0,47850462
2022,21740,10,1,141009
2022,21740,10,2,383433
2022,21740,10,3,47326019
2022,21740,11,0,93742324
2022,21740,11,1,144806
2022,21740,11,2,301269
2022,21740,11,3,93296248
2022,21740,12,0,131864968
2022,21740,12,1,330829
2022,21740,12,2,1525282
2022,21740,12,3,130008856
2022,21740,13,0,147491330
2022,21740,13,1,2064475
2022,21740,13,2,1723491
2022,21740,13,3,143703360
2022,21740,14,0,121277514
2022,21740,14,1,6125150
2022,21740,14,2,6476239
2022,21740,14,3,108676126
2022,21740,15,0,93454385
2022,21740,15,1,8225201
2022,21740,15,2,10280742
2022,21740,15,3,74948440
2022,21740,16,0,61504204
2022,21740,16,1,8974534
2022,21740,16,2,9877702
2022,21740,16,3,42651969
2022,21740,17,0,30793960
2022,21740,17,1,8123891
2022,21740,17,2,9254218
2022,21740,17,3,13415849
2022,21740,18,0,16089147
2022,21740,18,1,6779722
2022,21740,18,2,5717856
2022,21740,18,3,3591567
2022,21740,19,0,6392894
2022,21740,19,1,1992863
2022,21740,19,2,3035083
2022,21740,19,3,1364949
2022,21740,20,0,3356281
2022,21740,20,1,1556964
2022,21740,20,2,1685466
2022,21740,20,3,113851
2022,21740,21,0,3313943
2022,21740,21,1,1631208
2022,21740,21,2,1463675
2022,21740,21,3,219059
2022,21740,22,0,13900477
2022,21740,22,1,8759919
2022,21740,22,2,5140556
2022,21740,23,0,18375347
2022,21740,23,1,8173667
2022,21740,23,2,10171472
2022,21740,23,3,30208
2022,21740,24,0,34083662
2022,21740,24,1,20698602
2022,21740,24,2,13256010
2022,21740,24,3,129049
2022,21740,25,0,47095762
2022,21740,25,1,22061975
2022,21740,25,2,24808788
2022,21740,25,3,225000
2022,21740,26,0,52299540
2022,21740,26,1,24177565
2022,21740,26,2,27751319
2022,21740,26,3,370655
2022,21740,27,0,52686916
2022,21740,27,1,30925933
2022,21740,27,2,21403743
2022,21740,27,3,357239
2022,21740,28,0,59556477
2022,21740,28,1,31923528
2022,21740,28,2,26891640
2022,21740,28,3,741310
2022,21740,29,0,72865058
2022,21740,29,1,38356374
2022,21740,29,2,34124997
2022,21740,29,3,383687
2022,21740,30,0,73385133
2022,21740,30,1,32477318
2022,21740,30,2,40775576
2022,21740,30,3,132239
2022,21740,31,0,80024483
2022,21740,31,1,42110342
2022,21740,31,2,37887691
2022,21740,31,3,26448
2022,21740,32,0,81994160
2022,21740,32,1,47854625
2022,21740,32,2,34033743
2022,21740,32,3,105792
2022,21740,33,0,97334927
2022,21740,33,1,49992553
2022,21740,33,2,47170269
2022,21740,33,3,172104
2022,21740,34,0,121271295
2022,21740,34,1,75651155
2022,21740,34,2,45474485
2022,21740,34,3,145656
2022,21740,35,0,174690653
2022,21740,35,1,110556078
2022,21740,35,2,63697605
2022,21740,35,3,436967
2022,21740,36,0,222890288
2022,21740,36,1,130086373
2022,21740,36,2,92803918
2022,21740,37,0,281157902
2022,21740,37,1,168609877
2022,21740,37,2,112548027
2022,21740,38,0,328525086
2022,21740,38,1,179908605
2022,21740,38,2,148537135
2022,21740,38,3,79344
2022,21740,39,0,396995669
2022,21740,39,1,217767435
2022,21740,39,2,179228236
2022,21740,40,0,430290573
2022,21740,40,1,240278940
2022,21740,40,2,190011632
2022,21740,41,0,407026258
2022,21740,41,1,235322845
2022,21740,41,2,171703414
2022,21740,42,0,434095550
2022,21740,42,1,221710205
2022,21740,42,2,212385345
2022,21740,43,0,394106665
2022,21740,43,1,206434979
2022,21740,43,2,187671683
2022,21740,44,0,346755326
2022,21740,44,1,178143104
2022,21740,44,2,168612225
2022,21740,45,0,303643804
2022,21740,45,1,162800985
2022,21740,45,2,140816370
2022,21740,45,3,26448
2022,21740,46,0,308062189
2022,21740,46,1,171989930
2022,21740,46,2,135965879
2022,21740,46,3,106380
2022,21740,47,0,313592136
2022,21740,47,1,190637688
2022,21740,47,2,122874809
2022,21740,47,3,79638
2022,21740,48,0,304411036
2022,21740,48,1,177482288
2022,21740,48,2,126902298
2022,21740,48,3,26448
2022,21740,49,0,330276568
2022,21740,49,1,185656946
2022,21740,49,2,144486797
2022,21740,49,3,132828
2022,21740,50,0,317899066
2022,21740,50,1,169279465
2022,21740,50,2,148380688
2022,21740,50,3,238914
2022,21740,51,0,270319206
2022,21740,51,1,117935768
2022,21740,51,2,152118078
2022,21740,51,3,265362
2022,21740,52,0,227356334
2022,21740,52,1,93367484
2022,21740,52,2,133830164
2022,21740,52,3,158687
2022,21740,53,0,192037058
2022,21740,53,1,67816095
2022,21740,53,2,123956188
2022,21740,53,3,264773
2022,21740,54,0,153610779
2022,21740,54,1,48781498
2022,21740,54,2,104696746
2022,21740,54,3,132534
2022,21740,55,0,121811857
2022,21740,55,1,38824030
2022,21740,55,2,82802105
2022,21740,55,3,185724
2022,21740,56,0,97430851
2022,21740,56,1,33076048
2022,21740,56,2,64301909
2022,21740,56,3,52896
2022,21740,57,0,71838655
2022,21740,57,1,19817758
2022,21740,57,2,52020902
2022,21740,58,0,54212272
2022,21740,58,1,12639946
2022,21740,58,2,41545876
2022,21740,58,3,26448
2022,21740,59,0,35382245
2022,21740,59,1,10729654
2022,21740,59,2,24599694
2022,21740,59,3,52896
2022,21740,60,0,32621282
2022,21740,60,1,6646904
2022,21740,60,2,25894739
2022,21740,60,3,79638
2022,21740,61,0,20099598
2022,21740,61,1,4423024
2022,21740,61,2,15676576
2022,21740,62,0,19626030
2022,21740,62,1,4021355
2022,21740,62,2,15604674
2022,21740,63,0,11759031
2022,21740,63,1,2894279
2022,21740,63,2,8864752
2022,21740,64,0,13659260
2022,21740,64,1,1052899
2022,21740,64,2,12579914
2022,21740,64,3,26448
2022,21740,65,0,6711115
2022,21740,65,1,756031
2022,21740,65,2,5955084
2022,21740,66,0,6307867
2022,21740,66,1,775544
2022,21740,66,2,5532323
2022,21740,67,0,5678499
2022,21740,67,1,330928
2022,21740,67,2,5347568
2022,21740,68,0,2455264
2022,21740,68,1,599808
2022,21740,68,2,1855455
2022,21740,69,0,972397
2022,21740,69,1,66999
2022,21740,69,2,872528
2022,21740,69,3,32870
2022,21740,70,0,1314680
2022,21740,70,1,260379
2022,21740,70,2,1054302
2022,21740,71,0,208385
2022,21740,71,2,208385
2022,21740,72,0,593055
2022,21740,72,1,62477
2022,21740,72,2,530577
2022,21740,73,0,675190
2022,21740,73,1,30177
2022,21740,73,2,645013
2022,21740,74,0,256132
2022,21740,74,1,26289
2022,21740,74,2,229843
2022,21740,75,0,60989
2022,21740,75,2,60989
2022,21740,76,0,204302
2022,21740,76,1,30067
2022,21740,76,2,174235
2022,21740,77,0,198646
2022,21740,77,1,198646
2022,21740,78,0,59585
